,age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,income_binary,capital,continent
7984,21,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,40,0,0,North America
9310,39,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,0,0,North America
28253,46,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1,0,North America
3490,54,Local-gov,10th,Married-civ-spouse,Protective-serv,Husband,White,Male,45,0,0,North America
26614,33,Private,5th-6th,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,0,0,Latin America & Caribbean
14231,46,Private,Bachelors,Widowed,Tech-support,Unmarried,White,Female,38,0,0,North America
27534,46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,0,0,North America
18378,20,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,0,0,North America
19208,32,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,40,1,10520,North America
30021,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,0,0,North America
10568,25,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
1342,40,Private,10th,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40,0,0,North America
8512,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,-1902,North America
1619,46,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,50,1,27828,North America
28289,57,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,84,1,0,North America
5287,54,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,-1977,North America
18444,34,Private,Masters,Never-married,Sales,Unmarried,White,Male,60,1,0,North America
7041,37,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
2219,44,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,50,1,-2547,North America
9865,44,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0,5013,North America
22422,32,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0,0,North America
16644,26,Private,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,40,0,0,North America
29212,33,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,40,0,0,North America
26615,56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
12977,49,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,1,0,North America
25477,62,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,38,0,0,North America
20128,68,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,0,Europe & Central Asia
14594,24,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,47,0,0,North America
18410,57,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,0,0,North America
6988,42,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0,0,North America
20618,17,Private,12th,Never-married,Other-service,Own-child,White,Male,16,0,0,North America
1917,40,Private,Some-college,Separated,Exec-managerial,Unmarried,White,Female,60,0,0,North America
1828,29,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,48,0,0,North America
9765,23,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,25,0,0,North America
12607,25,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0,2829,North America
12941,29,Federal-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,42,1,0,North America
6233,33,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,1,-1848,North America
29164,41,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,0,North America
6283,17,Private,10th,Never-married,Other-service,Own-child,White,Male,20,0,0,North America
4208,47,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,15024,North America
12819,40,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Female,37,0,0,Latin America & Caribbean
16608,45,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0,0,North America
25299,25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,0,0,North America
26386,54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,5178,North America
9333,27,Self-emp-inc,9th,Never-married,Craft-repair,Own-child,White,Male,40,0,0,North America
6469,38,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1,0,North America
29284,18,Private,10th,Never-married,Machine-op-inspct,Own-child,White,Male,40,0,0,North America
13746,19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,15,0,0,North America
15385,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
13703,50,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,Black,Male,40,0,0,North America
10954,51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,40,0,0,North America
846,23,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,25,0,0,North America
20673,19,Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,40,0,0,North America
5560,42,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,42,0,0,North America
13234,40,Private,HS-grad,Widowed,Other-service,Unmarried,Black,Female,40,0,0,North America
14309,27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,0,2885,East Asia & Pacific
18935,59,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,1,0,North America
13917,31,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,60,0,0,North America
27504,30,Private,7th-8th,Divorced,Transport-moving,Not-in-family,White,Male,40,0,0,North America
117,31,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1,0,North America
8837,73,State-gov,7th-8th,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,0,0,North America
22350,28,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,60,0,0,North America
24579,24,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,40,0,0,North America
28746,56,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0,0,North America
14043,53,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1,0,North America
8659,42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,0,0,North America
23873,20,Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,30,0,0,North America
16389,26,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,40,0,0,North America
5342,65,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,0,0,North America
9111,35,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,0,-1408,North America
10787,25,Private,10th,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,0,0,South Asia
4324,31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,65,0,2407,North America
17447,33,Private,7th-8th,Divorced,Handlers-cleaners,Not-in-family,White,Male,35,0,2176,North America
2590,18,Local-gov,12th,Never-married,Prof-specialty,Own-child,White,Male,30,0,0,North America
24818,42,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,35,0,0,North America
13046,68,Private,5th-6th,Separated,Other-service,Not-in-family,White,Male,12,0,0,Europe & Central Asia
25736,37,Private,Masters,Never-married,Exec-managerial,Not-in-family,Black,Female,40,1,0,North America
27446,44,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,1,0,North America
20119,22,Private,HS-grad,Never-married,Other-service,Unmarried,Other,Male,20,0,0,Latin America & Caribbean
13918,64,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,20,0,0,North America
10589,31,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,0,0,North America
19901,28,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,0,2354,North America
23370,21,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,0,0,North America
11613,29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,0,North America
27139,36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,0,3137,North America
6767,37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1,0,North America
5622,58,Private,12th,Married-civ-spouse,Transport-moving,Other-relative,White,Male,40,0,0,North America
1605,27,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,35,0,0,North America
18117,71,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,0,North America
26900,28,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,50,0,0,North America
27285,55,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,84,0,0,North America
29176,48,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Female,42,0,0,North America
25888,47,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,60,0,0,North America
28024,27,Private,Assoc-voc,Never-married,Tech-support,Other-relative,White,Female,36,0,0,North America
3812,46,Private,HS-grad,Divorced,Priv-house-serv,Unmarried,White,Female,28,0,0,Latin America & Caribbean
14277,51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,15024,North America
17260,62,Private,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,0,North America
10554,39,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1,0,North America
10167,34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,0,North America
28090,39,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,40,0,0,North America
1761,42,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,-1902,North America
15679,41,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,0,0,North America
21785,47,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1,15024,North America
19123,37,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,40,0,0,North America
29617,37,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,60,0,0,North America
2472,50,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,40,0,0,North America
15913,45,Private,Some-college,Divorced,Sales,Own-child,White,Male,45,0,0,North America
6738,49,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,8,0,0,East Asia & Pacific
23275,30,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,45,0,0,North America
15728,34,Private,9th,Never-married,Craft-repair,Not-in-family,White,Male,40,0,0,North America
12199,45,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,1,0,North America
7943,43,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,0,North America
12910,47,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Female,40,0,-1669,North America
14369,21,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,40,0,0,North America
26069,37,Self-emp-not-inc,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,70,1,0,North America
20590,45,Private,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,70,0,0,North America
6371,62,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0,0,North America
26734,21,Private,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,Female,25,0,0,North America
25745,41,Private,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,38,0,0,North America
26732,55,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0,0,North America
16616,71,Private,HS-grad,Widowed,Sales,Other-relative,White,Female,16,0,0,North America
8258,30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,0,0,North America
7561,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,0,0,North America
9795,49,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,45,0,0,North America
6168,55,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,65,0,0,North America
11475,39,Local-gov,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1,-1848,Latin America & Caribbean
3596,72,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,0,0,North America
6288,32,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0,0,North America
4632,21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,0,594,North America
15147,31,Private,Masters,Never-married,Prof-specialty,Not-in-family,Black,Male,40,0,0,North America
16509,38,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,35,0,0,North America
24025,27,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,40,0,0,North America
6229,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,46,1,0,North America
17680,62,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0,0,North America
18360,38,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,0,0,North America
29381,24,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,24,0,0,North America
29921,49,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0,0,South Asia
10267,20,Private,11th,Never-married,Tech-support,Other-relative,White,Male,40,0,0,North America
12772,41,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0,0,North America
5750,23,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
8152,24,Private,Some-college,Never-married,Other-service,Own-child,White,Male,20,0,0,North America
13503,33,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,35,0,0,North America
3086,36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,0,North America
1906,45,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,46,0,0,North America
6882,29,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,0,2635,North America
30137,37,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,39,0,0,North America
7673,57,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,38,0,0,North America
19729,23,Private,HS-grad,Never-married,Tech-support,Own-child,White,Male,50,0,0,North America
8172,38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,35,0,0,North America
29295,36,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,-1887,North America
5870,46,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,-2392,North America
22890,72,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,35,0,0,North America
19181,59,Private,Masters,Never-married,Sales,Not-in-family,White,Female,45,1,27828,North America
17302,31,Local-gov,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,64,0,0,North America
18030,31,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45,1,0,North America
5122,31,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,0,0,North America
5126,30,Self-emp-not-inc,Some-college,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,40,0,-2258,South Asia
13623,29,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,0,North America
15034,56,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,0,North America
4621,44,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40,0,0,North America
6809,39,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,60,0,0,North America
16748,30,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,30,0,-1602,North America
15745,53,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,1,0,North America
11479,57,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,40,1,0,North America
2125,53,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,7688,North America
8150,41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,4386,North America
28699,41,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,45,1,0,North America
8717,26,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,40,0,0,North America
13013,40,State-gov,11th,Divorced,Transport-moving,Unmarried,White,Female,52,0,0,North America
55,30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,0,2407,North America
17022,27,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
302,43,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,1,-1887,North America
27342,19,State-gov,Some-college,Never-married,Other-service,Own-child,White,Male,10,0,0,North America
22195,59,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1,-2415,North America
17660,27,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,99,0,0,North America
14178,23,Private,Masters,Never-married,Sales,Not-in-family,White,Female,20,0,0,North America
26631,59,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,1,0,Europe & Central Asia
13568,38,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,0,North America
4432,45,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
20028,43,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
20527,28,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,43,0,0,North America
19262,29,Private,12th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0,0,Latin America & Caribbean
12394,42,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,55,1,0,North America
22877,29,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,1,0,North America
10478,40,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Black,Male,40,0,0,North America
10453,34,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,15,0,0,North America
5240,19,State-gov,Some-college,Never-married,Other-service,Own-child,White,Female,40,0,0,North America
22574,57,Private,Assoc-acdm,Divorced,Tech-support,Not-in-family,White,Female,40,0,0,North America
10488,45,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,0,0,North America
23321,27,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,0,0,North America
23624,30,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,40,0,0,Latin America & Caribbean
16282,22,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,37,0,0,North America
14124,39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,0,North America
26329,23,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,40,0,0,North America
10160,30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,0,0,North America
18977,22,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,0,0,North America
27693,46,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,17,0,0,North America
18777,66,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,13,0,0,North America
16907,58,Private,Masters,Never-married,Adm-clerical,Not-in-family,White,Female,24,1,0,North America
6376,43,State-gov,Assoc-acdm,Married-spouse-absent,Other-service,Unmarried,White,Female,30,0,0,North America
6981,26,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,40,0,0,North America
13716,19,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,30,0,0,North America
23061,48,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,0,0,North America
3900,20,Private,HS-grad,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,0,0,North America
29622,40,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,50,0,0,North America
12891,33,Private,7th-8th,Divorced,Handlers-cleaners,Own-child,White,Male,40,0,0,North America
21969,32,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,30,0,0,North America
21508,24,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,50,0,0,North America
24340,49,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,40,0,0,North America
23954,42,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,30,0,0,North America
11314,22,Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,40,0,0,North America
23161,54,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,55,0,0,North America
28732,34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,0,North America
10161,19,Private,7th-8th,Never-married,Other-service,Not-in-family,White,Female,40,0,0,North America
17055,45,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1,0,North America
4188,34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,-1902,North America
666,42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,7298,North America
3266,24,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,50,0,0,North America
18271,19,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,40,0,0,North America
27842,22,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,20,0,0,North America
8472,18,Private,Some-college,Never-married,Sales,Own-child,White,Female,15,0,0,North America
9911,48,Private,Masters,Married-civ-spouse,Transport-moving,Husband,White,Male,55,1,0,North America
27523,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,68,0,0,North America
12647,58,Local-gov,1st-4th,Widowed,Handlers-cleaners,Unmarried,Black,Male,40,0,0,North America
25475,58,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,20,0,0,North America
24071,22,Local-gov,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,20,0,0,North America
22415,31,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
11637,35,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,60,0,-1741,North America
6090,33,Self-emp-not-inc,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,60,0,0,North America
6238,20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,35,0,0,North America
15183,21,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,45,0,0,North America
7350,58,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,7688,North America
24214,53,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,0,North America
17144,45,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,0,0,North America
6254,67,Private,Masters,Never-married,Other-service,Not-in-family,White,Female,40,0,0,North America
18290,24,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,0,0,North America
12234,22,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,35,0,0,North America
12015,53,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1,0,North America
28714,18,Private,Some-college,Never-married,Other-service,Own-child,White,Male,37,0,0,North America
3818,52,Private,Assoc-voc,Married-civ-spouse,Other-service,Wife,White,Female,20,1,0,North America
6269,18,Private,Some-college,Never-married,Sales,Own-child,White,Female,15,0,0,North America
4300,23,Private,9th,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,0,0,Latin America & Caribbean
5569,47,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,50,1,7688,North America
14388,47,Private,Some-college,Never-married,Other-service,Own-child,White,Male,40,0,0,North America
7941,24,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,0,0,North America
27169,28,State-gov,Some-college,Separated,Adm-clerical,Unmarried,White,Female,50,0,0,North America
4164,50,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,1,0,North America
27607,25,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,40,0,0,North America
22355,43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,7298,North America
19963,33,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,0,0,North America
19216,55,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Male,40,0,0,North America
21833,33,Self-emp-inc,HS-grad,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Male,40,0,0,East Asia & Pacific
19856,39,Private,HS-grad,Married-spouse-absent,Sales,Unmarried,Black,Female,28,0,0,Latin America & Caribbean
22711,20,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,10,0,0,North America
16521,60,Federal-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,Black,Male,40,0,0,North America
7043,49,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,0,0,North America
4892,47,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Female,50,1,0,North America
18564,47,Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,65,0,0,North America
10320,36,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,50,0,0,North America
24114,38,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,0,0,North America
19561,38,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,40,1,0,North America
4854,21,Private,Some-college,Never-married,Sales,Own-child,White,Female,8,0,0,North America
4637,42,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,30,0,0,North America
21499,20,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Other,Male,32,0,0,North America
9550,24,Private,9th,Married-civ-spouse,Sales,Husband,White,Male,45,0,0,Latin America & Caribbean
24032,19,Private,Some-college,Never-married,Sales,Own-child,White,Male,35,0,0,North America
20645,59,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Male,40,0,0,North America
28920,35,Private,HS-grad,Divorced,Handlers-cleaners,Other-relative,White,Male,40,0,0,North America
17715,71,Self-emp-not-inc,1st-4th,Divorced,Craft-repair,Not-in-family,White,Female,28,0,0,North America
10209,47,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1,0,North America
27058,19,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,30,0,0,North America
23386,45,Private,12th,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,1,3103,North America
25934,54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,1,-1977,North America
6941,46,Private,11th,Widowed,Other-service,Not-in-family,White,Female,27,0,0,Latin America & Caribbean
8017,37,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,1,0,North America
22625,39,Private,Bachelors,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,35,0,0,North America
9521,25,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,0,0,North America
6949,26,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,40,0,0,North America
6881,32,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,0,-2002,Middle East & North Africa
13051,35,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,60,0,0,North America
15781,36,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,50,0,0,North America
